tweet_id,(positive_count, neutral_count, negative_count)
2703,(6, 0, 0)
2704,(6, 0, 0)
2705,(0, 0, 6)
2706,(0, 0, 0)
2707,(6, 0, 0)
2708,(0, 6, 0)
2709,(0, 6, 0)
2710,(0, 6, 0)
2711,(6, 0, 0)
2712,(0, 6, 0)
2713,(0, 6, 0)
2714,(6, 0, 0)
2715,(6, 0, 0)
2716,(0, 6, 0)
2717,(0, 6, 0)
2718,(6, 0, 0)
2719,(6, 0, 0)
2720,(0, 6, 0)
2721,(0, 0, 0)
2722,(0, 6, 0)
2723,(0, 0, 0)
2724,(0, 6, 0)
2725,(0, 6, 0)
2726,(6, 0, 0)
2727,(0, 6, 0)
2729,(0, 6, 0)
2730,(0, 0, 6)
2731,(0, 0, 0)
2732,(0, 6, 0)
2733,(6, 0, 0)
2734,(6, 0, 0)
2735,(0, 0, 6)
2736,(0, 6, 0)
2737,(6, 0, 0)
2738,(0, 6, 0)
2739,(0, 0, 0)
2740,(0, 0, 6)
2741,(6, 0, 0)
2742,(0, 0, 6)
2743,(6, 0, 0)
2744,(0, 0, 6)
2745,(6, 0, 0)
2747,(6, 0, 0)
2748,(6, 0, 0)
2749,(6, 0, 0)
2750,(0, 0, 6)
2751,(0, 0, 0)
2752,(0, 6, 0)
2753,(0, 0, 6)
2754,(6, 0, 0)
2755,(6, 0, 0)
2756,(6, 0, 0)
2757,(0, 0, 6)
2758,(0, 0, 6)
2759,(0, 0, 6)
2760,(6, 0, 0)
2761,(6, 0, 0)
2762,(0, 0, 6)
2763,(0, 0, 6)
2764,(0, 6, 0)
2765,(0, 0, 0)
2766,(0, 0, 6)
2767,(6, 0, 0)
2768,(0, 6, 0)
2769,(6, 0, 0)
2770,(6, 0, 0)
2771,(6, 0, 0)
2772,(0, 0, 6)
2773,(6, 0, 0)
2775,(0, 0, 6)
2776,(6, 0, 0)
2777,(0, 6, 0)
2778,(0, 0, 6)
2779,(6, 0, 0)
2780,(0, 0, 6)
2781,(0, 6, 0)
2782,(6, 0, 0)
2783,(6, 0, 0)
2784,(0, 6, 0)
2785,(0, 0, 6)
2787,(0, 6, 0)
2788,(0, 6, 0)
2789,(6, 0, 0)
2790,(0, 6, 0)
2791,(0, 6, 0)
2792,(6, 0, 0)
2793,(0, 0, 6)
2794,(6, 0, 0)
2795,(6, 0, 0)
2796,(6, 0, 0)
2797,(0, 6, 0)
2798,(0, 0, 6)
2799,(6, 0, 0)
2800,(6, 0, 0)
1601,(0, 0, 6)
1602,(0, 0, 0)
1603,(6, 0, 0)
1604,(0, 0, 6)
1605,(6, 0, 0)
1606,(0, 0, 6)
1607,(0, 0, 6)
1608,(6, 0, 0)
1609,(0, 6, 0)
1610,(6, 0, 0)
1611,(0, 6, 0)
1612,(0, 0, 6)
1613,(0, 0, 0)
1614,(6, 0, 0)
1615,(0, 0, 0)
1616,(6, 0, 0)
1617,(0, 0, 6)
1618,(6, 0, 0)
1619,(0, 6, 0)
1620,(0, 0, 0)
1621,(0, 6, 0)
1622,(0, 0, 6)
1623,(0, 0, 6)
1624,(0, 6, 0)
1625,(0, 0, 0)
1626,(0, 6, 0)
1627,(0, 0, 6)
1628,(0, 0, 6)
1629,(0, 0, 0)
1630,(0, 0, 0)
1631,(6, 0, 0)
1632,(0, 0, 0)
1633,(0, 0, 6)
1634,(0, 6, 0)
1635,(6, 0, 0)
1636,(0, 0, 0)
1637,(6, 0, 0)
1638,(0, 0, 6)
1639,(6, 0, 0)
1640,(0, 6, 0)
1641,(0, 0, 0)
1642,(6, 0, 0)
1643,(0, 0, 0)
1644,(0, 0, 6)
1645,(0, 6, 0)
1646,(0, 6, 0)
1647,(6, 0, 0)
1648,(0, 0, 0)
1649,(0, 0, 6)
1650,(0, 0, 6)
1651,(6, 0, 0)
1652,(6, 0, 0)
1653,(6, 0, 0)
1654,(0, 0, 6)
1655,(0, 6, 0)
1656,(0, 0, 0)
1657,(0, 0, 6)
1658,(0, 0, 6)
1659,(0, 0, 6)
1660,(0, 0, 6)
1661,(6, 0, 0)
1662,(0, 0, 0)
1663,(0, 0, 0)
1664,(0, 0, 0)
1665,(6, 0, 0)
1666,(6, 0, 0)
1667,(0, 0, 0)
1668,(6, 0, 0)
1669,(0, 6, 0)
1670,(0, 0, 0)
1671,(0, 0, 6)
1672,(6, 0, 0)
1673,(0, 0, 0)
1674,(0, 0, 6)
1675,(0, 6, 0)
1676,(0, 0, 0)
1677,(0, 0, 6)
1678,(6, 0, 0)
1679,(0, 0, 0)
1680,(0, 0, 0)
1681,(0, 0, 6)
1682,(6, 0, 0)
1683,(0, 0, 0)
1684,(0, 0, 0)
1685,(0, 0, 6)
1686,(0, 0, 0)
1687,(0, 6, 0)
1688,(6, 0, 0)
1689,(0, 0, 6)
1690,(0, 0, 0)
1691,(0, 0, 0)
1692,(0, 6, 0)
1693,(0, 0, 0)
1694,(6, 0, 0)
1695,(0, 0, 0)
1696,(0, 0, 0)
1697,(0, 6, 0)
1698,(0, 0, 0)
1699,(6, 0, 0)
1700,(0, 0, 0)
1701,(6, 0, 0)
1702,(0, 0, 6)
1703,(6, 0, 0)
1704,(6, 0, 0)
1705,(6, 0, 0)
1706,(0, 6, 0)
1707,(0, 0, 6)
1708,(6, 0, 0)
1709,(0, 0, 0)
1710,(6, 0, 0)
1711,(6, 0, 0)
1712,(0, 0, 0)
1713,(6, 0, 0)
1714,(0, 6, 0)
1715,(0, 0, 6)
1716,(6, 0, 0)
1717,(0, 6, 0)
1718,(0, 0, 6)
1719,(6, 0, 0)
1720,(0, 0, 6)
1721,(0, 6, 0)
1722,(0, 0, 6)
1723,(6, 0, 0)
1724,(6, 0, 0)
1725,(6, 0, 0)
1726,(0, 0, 6)
1727,(0, 0, 6)
1729,(6, 0, 0)
1730,(6, 0, 0)
1731,(0, 0, 6)
1732,(0, 0, 6)
1733,(6, 0, 0)
1734,(0, 6, 0)
1735,(0, 6, 0)
1736,(0, 0, 6)
1737,(0, 0, 6)
1739,(0, 0, 6)
1740,(0, 6, 0)
1741,(6, 0, 0)
1742,(6, 0, 0)
1743,(0, 6, 0)
1745,(0, 6, 0)
1746,(6, 0, 0)
1747,(0, 0, 0)
1748,(0, 0, 0)
1749,(6, 0, 0)
1750,(6, 0, 0)
1751,(6, 0, 0)
1752,(0, 6, 0)
1753,(6, 0, 0)
1754,(0, 0, 0)
1755,(6, 0, 0)
1756,(6, 0, 0)
1757,(0, 6, 0)
1758,(6, 0, 0)
1759,(6, 0, 0)
1760,(0, 0, 0)
1761,(6, 0, 0)
1762,(6, 0, 0)
1763,(0, 6, 0)
1764,(0, 0, 0)
1765,(6, 0, 0)
1766,(6, 0, 0)
1767,(0, 0, 6)
1768,(6, 0, 0)
1769,(6, 0, 0)
1770,(0, 0, 6)
1771,(0, 6, 0)
1772,(0, 0, 6)
1773,(6, 0, 0)
1774,(6, 0, 0)
1775,(6, 0, 0)
1776,(0, 0, 0)
1777,(0, 0, 0)
1778,(0, 0, 6)
1779,(6, 0, 0)
1780,(0, 0, 0)
1781,(0, 6, 0)
1782,(0, 6, 0)
1783,(0, 6, 0)
1784,(0, 0, 6)
1785,(0, 6, 0)
1786,(6, 0, 0)
1787,(6, 0, 0)
1788,(6, 0, 0)
1789,(6, 0, 0)
1790,(6, 0, 0)
1791,(0, 0, 0)
1792,(0, 0, 0)
1793,(6, 0, 0)
1794,(0, 0, 0)
1795,(6, 0, 0)
1796,(0, 0, 0)
1797,(0, 0, 0)
1798,(0, 0, 6)
1799,(6, 0, 0)
1800,(0, 6, 0)
1801,(0, 0, 6)
1802,(6, 0, 0)
1803,(6, 0, 0)
1804,(6, 0, 0)
1805,(0, 0, 6)
1806,(0, 0, 6)
1807,(0, 0, 0)
1808,(0, 6, 0)
1809,(0, 6, 0)
1810,(0, 0, 0)
1811,(6, 0, 0)
1812,(6, 0, 0)
1813,(0, 0, 0)
1814,(0, 0, 0)
1815,(0, 0, 0)
1816,(6, 0, 0)
1817,(6, 0, 0)
1818,(6, 0, 0)
1819,(6, 0, 0)
1820,(6, 0, 0)
1821,(0, 0, 0)
1822,(0, 6, 0)
1823,(0, 0, 0)
1824,(6, 0, 0)
1825,(0, 0, 6)
1826,(6, 0, 0)
1827,(6, 0, 0)
1828,(0, 0, 0)
1829,(0, 0, 6)
1830,(0, 0, 6)
1831,(6, 0, 0)
1832,(0, 0, 6)
1833,(0, 0, 0)
1834,(6, 0, 0)
1835,(0, 0, 6)
1836,(0, 0, 6)
1837,(0, 0, 0)
1838,(6, 0, 0)
1839,(0, 6, 0)
1841,(6, 0, 0)
1842,(0, 0, 0)
1843,(0, 6, 0)
1844,(0, 6, 0)
1845,(0, 0, 0)
1846,(6, 0, 0)
1847,(0, 0, 0)
1848,(0, 0, 0)
1849,(6, 0, 0)
1850,(6, 0, 0)
1851,(0, 0, 6)
1852,(6, 0, 0)
1853,(6, 0, 0)
1854,(0, 6, 0)
1855,(0, 6, 0)
1856,(0, 6, 0)
1857,(0, 0, 6)
1858,(0, 0, 0)
1859,(0, 6, 0)
1860,(0, 0, 6)
1861,(0, 6, 0)
1862,(0, 6, 0)
1863,(6, 0, 0)
1864,(6, 0, 0)
1865,(0, 0, 0)
1866,(0, 0, 6)
1867,(6, 0, 0)
1868,(0, 6, 0)
1869,(0, 0, 0)
1870,(6, 0, 0)
1871,(6, 0, 0)
1872,(0, 0, 6)
1873,(6, 0, 0)
1874,(0, 0, 0)
1875,(6, 0, 0)
1876,(6, 0, 0)
1877,(0, 0, 0)
1878,(6, 0, 0)
1879,(6, 0, 0)
1880,(0, 0, 6)
1881,(0, 0, 0)
1882,(6, 0, 0)
1883,(0, 0, 0)
1884,(0, 0, 0)
1885,(0, 0, 0)
1886,(0, 0, 6)
1887,(0, 0, 0)
1888,(0, 0, 6)
1889,(0, 0, 0)
1890,(0, 0, 6)
1891,(0, 0, 0)
1892,(6, 0, 0)
1893,(6, 0, 0)
1894,(0, 6, 0)
1895,(6, 0, 0)
1896,(6, 0, 0)
1897,(0, 6, 0)
1898,(0, 0, 0)
1899,(0, 0, 0)
1900,(0, 0, 0)
1901,(6, 0, 0)
1902,(0, 0, 0)
1903,(6, 0, 0)
1904,(6, 0, 0)
1905,(0, 0, 6)
1906,(0, 0, 0)
1907,(0, 0, 6)
1908,(0, 6, 0)
1909,(0, 0, 6)
1910,(0, 6, 0)
1911,(0, 0, 0)
1912,(0, 6, 0)
1913,(6, 0, 0)
1914,(6, 0, 0)
1915,(0, 0, 6)
1916,(0, 6, 0)
1917,(0, 0, 0)
1918,(6, 0, 0)
1919,(6, 0, 0)
1920,(0, 0, 6)
1921,(0, 0, 6)
1922,(0, 0, 6)
1923,(0, 0, 6)
1924,(0, 0, 6)
1925,(0, 0, 0)
1926,(6, 0, 0)
1927,(6, 0, 0)
1928,(6, 0, 0)
1929,(0, 0, 6)
1930,(0, 0, 6)
1931,(6, 0, 0)
1932,(6, 0, 0)
1933,(0, 6, 0)
1934,(0, 0, 6)
1935,(0, 0, 0)
1936,(0, 0, 6)
1937,(0, 0, 6)
1938,(0, 0, 6)
1939,(0, 0, 6)
1940,(0, 0, 6)
1941,(0, 0, 6)
1942,(0, 0, 6)
1943,(6, 0, 0)
1944,(0, 0, 6)
1945,(6, 0, 0)
1946,(0, 0, 6)
1947,(0, 0, 0)
1948,(0, 0, 0)
1949,(0, 0, 0)
1950,(6, 0, 0)
1951,(6, 0, 0)
1952,(6, 0, 0)
1953,(0, 0, 0)
1954,(6, 0, 0)
1955,(6, 0, 0)
1956,(0, 6, 0)
1957,(0, 0, 0)
1958,(0, 6, 0)
1959,(0, 6, 0)
1960,(6, 0, 0)
1961,(0, 0, 0)
1962,(0, 6, 0)
1963,(0, 0, 0)
1964,(0, 0, 6)
1965,(0, 6, 0)
1966,(6, 0, 0)
1967,(0, 0, 6)
1968,(0, 0, 6)
1969,(0, 0, 0)
1970,(6, 0, 0)
1971,(6, 0, 0)
1972,(6, 0, 0)
1973,(0, 0, 6)
1974,(0, 0, 0)
1975,(6, 0, 0)
1976,(6, 0, 0)
1977,(0, 0, 6)
1978,(0, 0, 6)
1979,(0, 0, 0)
1980,(6, 0, 0)
1981,(6, 0, 0)
1982,(0, 0, 6)
1983,(6, 0, 0)
1984,(0, 0, 0)
1985,(6, 0, 0)
1986,(6, 0, 0)
1987,(6, 0, 0)
1988,(0, 0, 6)
1989,(0, 0, 0)
1990,(0, 0, 6)
1991,(6, 0, 0)
1992,(6, 0, 0)
1993,(0, 0, 0)
1994,(0, 6, 0)
1995,(0, 0, 6)
1996,(0, 0, 6)
1997,(6, 0, 0)
1998,(0, 0, 6)
1999,(0, 0, 0)
2000,(6, 0, 0)
1,(0, 0, 6)
2,(0, 0, 6)
3,(0, 6, 0)
4,(0, 0, 6)
5,(0, 0, 0)
6,(0, 6, 0)
7,(0, 6, 0)
8,(0, 0, 6)
9,(0, 0, 6)
10,(0, 6, 0)
11,(0, 6, 0)
12,(6, 0, 0)
13,(6, 0, 0)
14,(0, 6, 0)
15,(0, 6, 0)
16,(0, 6, 0)
17,(0, 6, 0)
18,(6, 0, 0)
19,(0, 6, 0)
20,(6, 0, 0)
21,(0, 0, 6)
22,(0, 6, 0)
23,(0, 6, 0)
26,(0, 0, 0)
27,(0, 6, 0)
28,(6, 0, 0)
29,(0, 6, 0)
30,(6, 0, 0)
31,(0, 0, 6)
32,(0, 6, 0)
33,(0, 0, 0)
34,(0, 6, 0)
35,(6, 0, 0)
36,(0, 6, 0)
37,(0, 6, 0)
38,(0, 0, 6)
39,(0, 6, 0)
40,(0, 6, 0)
41,(0, 6, 0)
42,(0, 6, 0)
43,(0, 6, 0)
44,(0, 6, 0)
45,(6, 0, 0)
46,(0, 6, 0)
47,(0, 0, 0)
48,(0, 6, 0)
49,(0, 6, 0)
50,(0, 6, 0)
51,(0, 6, 0)
52,(0, 0, 6)
53,(0, 6, 0)
54,(0, 6, 0)
55,(0, 6, 0)
56,(0, 6, 0)
57,(6, 0, 0)
58,(0, 6, 0)
59,(0, 6, 0)
60,(0, 6, 0)
61,(0, 6, 0)
62,(0, 0, 6)
64,(0, 0, 6)
65,(0, 6, 0)
66,(0, 6, 0)
67,(0, 0, 6)
68,(0, 6, 0)
69,(0, 6, 0)
70,(0, 0, 0)
71,(0, 6, 0)
72,(0, 6, 0)
73,(0, 0, 6)
74,(0, 6, 0)
75,(0, 6, 0)
76,(0, 6, 0)
77,(0, 0, 0)
78,(0, 0, 6)
79,(0, 0, 6)
80,(0, 6, 0)
81,(0, 6, 0)
83,(0, 6, 0)
84,(0, 6, 0)
85,(0, 6, 0)
86,(0, 6, 0)
88,(0, 6, 0)
90,(0, 0, 6)
91,(0, 6, 0)
92,(0, 6, 0)
93,(6, 0, 0)
94,(0, 0, 6)
95,(0, 0, 6)
96,(6, 0, 0)
97,(6, 0, 0)
98,(6, 0, 0)
99,(0, 6, 0)
100,(0, 6, 0)
101,(0, 6, 0)
102,(0, 6, 0)
103,(0, 6, 0)
104,(0, 0, 6)
105,(0, 0, 0)
106,(0, 6, 0)
107,(0, 0, 6)
108,(0, 6, 0)
109,(0, 6, 0)
110,(0, 6, 0)
111,(0, 6, 0)
112,(0, 6, 0)
113,(0, 0, 6)
114,(0, 6, 0)
115,(0, 0, 6)
116,(0, 6, 0)
117,(0, 0, 6)
118,(0, 0, 6)
119,(0, 6, 0)
121,(0, 6, 0)
122,(0, 6, 0)
123,(0, 0, 0)
124,(6, 0, 0)
125,(0, 6, 0)
126,(0, 6, 0)
127,(0, 6, 0)
128,(0, 6, 0)
129,(0, 0, 6)
130,(0, 6, 0)
131,(0, 0, 6)
132,(0, 0, 6)
133,(0, 6, 0)
134,(0, 6, 0)
135,(0, 0, 0)
136,(0, 0, 6)
137,(0, 6, 0)
138,(0, 0, 0)
139,(0, 6, 0)
140,(0, 6, 0)
141,(0, 6, 0)
142,(0, 6, 0)
143,(0, 6, 0)
144,(0, 6, 0)
145,(0, 0, 6)
146,(0, 6, 0)
147,(0, 6, 0)
148,(6, 0, 0)
149,(6, 0, 0)
150,(0, 0, 6)
151,(0, 0, 6)
152,(0, 6, 0)
153,(0, 0, 6)
154,(0, 0, 6)
155,(0, 6, 0)
156,(0, 0, 6)
157,(0, 6, 0)
158,(0, 0, 6)
159,(0, 6, 0)
160,(0, 6, 0)
161,(0, 6, 0)
162,(0, 6, 0)
163,(0, 6, 0)
164,(6, 0, 0)
165,(0, 6, 0)
166,(0, 0, 6)
167,(0, 0, 0)
168,(0, 6, 0)
169,(0, 0, 6)
170,(0, 6, 0)
171,(0, 0, 0)
172,(0, 6, 0)
173,(0, 0, 6)
174,(0, 6, 0)
175,(0, 6, 0)
176,(0, 6, 0)
177,(6, 0, 0)
178,(0, 0, 6)
179,(0, 6, 0)
180,(0, 6, 0)
181,(6, 0, 0)
182,(0, 6, 0)
183,(0, 6, 0)
184,(0, 6, 0)
185,(6, 0, 0)
186,(6, 0, 0)
187,(6, 0, 0)
188,(0, 6, 0)
189,(0, 0, 0)
190,(0, 6, 0)
191,(0, 6, 0)
192,(0, 6, 0)
193,(0, 6, 0)
194,(0, 0, 6)
195,(0, 0, 6)
196,(0, 0, 6)
197,(0, 6, 0)
198,(6, 0, 0)
199,(0, 6, 0)
200,(0, 6, 0)
201,(0, 6, 0)
203,(6, 0, 0)
204,(0, 6, 0)
205,(6, 0, 0)
207,(0, 6, 0)
208,(0, 0, 6)
209,(0, 6, 0)
210,(0, 0, 6)
211,(0, 6, 0)
212,(0, 0, 0)
213,(6, 0, 0)
214,(0, 6, 0)
215,(0, 0, 6)
216,(0, 6, 0)
217,(0, 6, 0)
218,(6, 0, 0)
219,(0, 6, 0)
220,(0, 6, 0)
221,(0, 0, 6)
222,(0, 6, 0)
223,(0, 6, 0)
224,(0, 6, 0)
225,(0, 0, 6)
226,(0, 6, 0)
227,(6, 0, 0)
228,(0, 6, 0)
229,(0, 6, 0)
230,(0, 6, 0)
231,(0, 0, 0)
232,(0, 0, 6)
233,(0, 6, 0)
234,(6, 0, 0)
235,(0, 0, 0)
236,(0, 0, 6)
237,(0, 0, 0)
238,(6, 0, 0)
239,(0, 0, 6)
240,(0, 0, 0)
241,(0, 6, 0)
242,(0, 6, 0)
243,(0, 6, 0)
244,(0, 6, 0)
245,(0, 6, 0)
246,(6, 0, 0)
247,(0, 0, 6)
248,(0, 6, 0)
249,(0, 0, 6)
251,(0, 6, 0)
252,(6, 0, 0)
253,(0, 6, 0)
254,(0, 6, 0)
255,(6, 0, 0)
256,(0, 0, 6)
257,(0, 6, 0)
258,(0, 0, 6)
259,(0, 0, 6)
260,(0, 6, 0)
261,(0, 6, 0)
262,(6, 0, 0)
263,(0, 0, 0)
264,(0, 6, 0)
265,(0, 6, 0)
266,(0, 0, 6)
267,(0, 0, 6)
268,(0, 0, 6)
269,(6, 0, 0)
270,(0, 0, 0)
271,(0, 6, 0)
272,(0, 0, 6)
273,(6, 0, 0)
274,(0, 0, 0)
275,(0, 6, 0)
276,(0, 6, 0)
277,(0, 6, 0)
278,(0, 6, 0)
279,(0, 6, 0)
280,(0, 0, 6)
281,(0, 6, 0)
282,(0, 0, 0)
283,(6, 0, 0)
284,(0, 0, 0)
285,(0, 0, 6)
286,(0, 6, 0)
287,(0, 6, 0)
288,(0, 6, 0)
289,(0, 6, 0)
290,(0, 0, 0)
291,(0, 6, 0)
292,(0, 0, 6)
293,(6, 0, 0)
294,(0, 0, 6)
295,(0, 0, 0)
296,(0, 0, 6)
297,(0, 6, 0)
298,(0, 6, 0)
300,(0, 0, 6)
301,(6, 0, 0)
302,(6, 0, 0)
303,(0, 0, 6)
304,(6, 0, 0)
305,(6, 0, 0)
306,(0, 6, 0)
307,(0, 0, 6)
308,(0, 6, 0)
309,(0, 6, 0)
310,(0, 6, 0)
311,(0, 0, 6)
312,(0, 6, 0)
313,(0, 0, 6)
314,(0, 0, 6)
315,(0, 0, 6)
316,(0, 6, 0)
317,(0, 6, 0)
318,(0, 6, 0)
319,(0, 0, 0)
320,(0, 6, 0)
321,(0, 6, 0)
322,(6, 0, 0)
324,(0, 6, 0)
325,(0, 6, 0)
326,(0, 6, 0)
327,(0, 6, 0)
328,(0, 0, 6)
329,(0, 6, 0)
330,(0, 6, 0)
331,(0, 6, 0)
332,(0, 6, 0)
